68.000000,2.000000,0.000000,0.0
67.986400,2.011327,0.002273,0.1
67.972726,2.022716,0.004558,0.2
67.958977,2.034166,0.006857,0.3
67.945153,2.045679,0.009168,0.4
67.931253,2.057254,0.011493,0.5
67.917278,2.068891,0.013831,0.6
67.903227,2.080591,0.016182,0.7
67.889099,2.092355,0.018546,0.8
67.874894,2.104182,0.020924,0.9
67.860612,2.116073,0.023315,1.0
67.846252,2.128028,0.025720,1.1
67.831814,2.140048,0.028138,1.2
67.817298,2.152132,0.030570,1.3
67.802703,2.164282,0.033015,1.4
67.788028,2.176497,0.035475,1.5
67.773274,2.188778,0.037948,1.6
67.758440,2.201124,0.040435,1.7
67.743526,2.213538,0.042937,1.8
67.728531,2.226018,0.045452,1.9
67.713454,2.238564,0.047981,2.0
67.698296,2.251179,0.050525,2.1
67.683056,2.263861,0.053083,2.2
67.667733,2.276611,0.055656,2.3
67.652328,2.289429,0.058243,2.4
67.636840,2.302316,0.060845,2.5
67.621267,2.315272,0.063461,2.6
67.605611,2.328297,0.066092,2.7
67.589871,2.341392,0.068738,2.8
67.574045,2.354556,0.071398,2.9
67.558135,2.367791,0.074074,3.0
67.542138,2.381097,0.076765,3.1
67.526056,2.394474,0.079471,3.2
67.509887,2.407922,0.082191,3.3
67.493631,2.421441,0.084928,3.4
67.477288,2.435033,0.087679,3.5
67.460857,2.448697,0.090446,3.6
67.444338,2.462433,0.093229,3.7
67.427730,2.476243,0.096027,3.8
67.411033,2.490126,0.098841,3.9
67.399184,2.499145,0.101671,4.0
67.387294,2.508195,0.104511,4.1
67.375363,2.517275,0.107361,4.2
67.363391,2.526387,0.110222,4.3
67.351378,2.535529,0.113093,4.4
67.339324,2.544702,0.115974,4.5
67.327228,2.553906,0.118866,4.6
67.315091,2.563142,0.121768,4.7
67.302911,2.572408,0.124680,4.8
67.290690,2.581706,0.127604,4.9
67.278427,2.591035,0.130537,5.0
67.266122,2.600396,0.133482,5.1
67.253775,2.609788,0.136437,5.2
67.241386,2.619212,0.139402,5.3
67.228954,2.628668,0.142379,5.4
67.216479,2.638155,0.145366,5.5
67.203962,2.647674,0.148364,5.6
67.191402,2.657226,0.151372,5.7
67.178799,2.666809,0.154392,5.8
67.166153,2.676425,0.157422,5.9
67.153464,2.686073,0.160464,6.0
67.140731,2.695753,0.163516,6.1
67.127955,2.705466,0.166580,6.2
67.115135,2.715211,0.169654,6.3
67.102272,2.724989,0.172739,6.4
67.089364,2.734800,0.175836,6.5
67.076413,2.744643,0.178944,6.6
67.063418,2.754520,0.182063,6.7
67.050378,2.764429,0.185193,6.8
67.037294,2.774372,0.188334,6.9
67.024166,2.784347,0.191487,7.0
67.010993,2.794356,0.194651,7.1
66.997775,2.804399,0.197826,7.2
66.984512,2.814475,0.201013,7.3
66.971205,2.824584,0.204211,7.4
66.957852,2.834727,0.207421,7.5
66.944453,2.844904,0.210642,7.6
66.931010,2.855115,0.213875,7.7
66.917521,2.865359,0.217120,7.8
66.903986,2.875638,0.220376,7.9
66.890405,2.885951,0.223644,8.0
66.876779,2.896298,0.226923,8.1
66.863106,2.906679,0.230214,8.2
66.849388,2.917095,0.233517,8.3
66.835622,2.927545,0.236832,8.4
66.821811,2.938030,0.240159,8.5
66.807953,2.948550,0.243498,8.6
66.794048,2.959104,0.246848,8.7
66.780096,2.969693,0.250211,8.8
66.766097,2.980317,0.253586,8.9
66.752051,2.990977,0.256972,9.0
66.737958,3.001671,0.260371,9.1
66.723817,3.012401,0.263782,9.2
66.709629,3.023166,0.267205,9.3
66.695393,3.033966,0.270641,9.4
66.681110,3.044802,0.274088,9.5
66.666778,3.055674,0.277548,9.6
66.652398,3.066581,0.281021,9.7
66.637971,3.077524,0.284506,9.8
66.623494,3.088503,0.288003,9.9
66.608970,3.099518,0.291512,10.0
66.594396,3.110569,0.295035,10.1
66.579774,3.121657,0.298569,10.2
66.565103,3.132780,0.302117,10.3
66.550383,3.143940,0.305677,10.4
66.535614,3.155137,0.309249,10.5
66.520795,3.166370,0.312835,10.6
66.505927,3.177640,0.316433,10.7
66.491010,3.188946,0.320044,10.8
66.476043,3.200290,0.323668,10.9
66.461025,3.211670,0.327304,11.0
66.445958,3.223088,0.330954,11.1
66.430841,3.234542,0.334616,11.2
66.415674,3.246034,0.338292,11.3
66.400456,3.257564,0.341981,11.4
66.385187,3.269130,0.345683,11.5
66.369868,3.280735,0.349397,11.6
66.354498,3.292377,0.353126,11.7
66.339077,3.304056,0.356867,11.8
66.323605,3.315774,0.360622,11.9
66.308081,3.327529,0.364389,12.0
66.292507,3.339323,0.368171,12.1
66.276880,3.351154,0.371965,12.2
66.261203,3.363024,0.375774,12.3
66.245473,3.374932,0.379595,12.4
66.229691,3.386879,0.383430,12.5
66.213857,3.398864,0.387279,12.6
66.197971,3.410887,0.391141,12.7
66.182033,3.422950,0.395017,12.8
66.166042,3.435051,0.398907,12.9
66.149998,3.447191,0.402811,13.0
66.133902,3.459370,0.406728,13.1
66.117753,3.471588,0.410659,13.2
66.101550,3.483846,0.414604,13.3
66.085295,3.496142,0.418563,13.4
66.068986,3.508478,0.422536,13.5
66.052623,3.520854,0.426523,13.6
66.036207,3.533269,0.430524,13.7
66.019737,3.545724,0.434539,13.8
66.003214,3.558219,0.438568,13.9
65.986636,3.570753,0.442611,14.0
65.970003,3.583328,0.446669,14.1
65.953317,3.595942,0.450741,14.2
65.936576,3.608597,0.454827,14.3
65.919780,3.621292,0.458928,14.4
65.902930,3.634027,0.463043,14.5
65.886024,3.646803,0.467173,14.6
65.869064,3.659619,0.471317,14.7
65.852048,3.672476,0.475475,14.8
65.834977,3.685374,0.479649,14.9
65.817851,3.698313,0.483837,15.0
65.800668,3.711292,0.488039,15.1
65.783430,3.724313,0.492257,15.2
65.766136,3.737375,0.496489,15.3
65.748786,3.750478,0.500736,15.4
65.731380,3.763622,0.504998,15.5
65.713917,3.776808,0.509275,15.6
65.696398,3.790036,0.513566,15.7
65.678822,3.803305,0.517873,15.8
65.661190,3.816615,0.522195,15.9
65.643500,3.829968,0.526532,16.0
65.625753,3.843362,0.530884,16.1
65.607949,3.856799,0.535252,16.2
65.590088,3.870278,0.539635,16.3
65.572169,3.883799,0.544033,16.4
65.554192,3.897362,0.548446,16.5
65.536158,3.910967,0.552875,16.6
65.518065,3.924616,0.557319,16.7
65.499915,3.938306,0.561779,16.8
65.481706,3.952040,0.566254,16.9
65.463438,3.965816,0.570745,17.0
65.445113,3.979635,0.575252,17.1
65.426728,3.993498,0.579774,17.2
65.408285,4.007403,0.584312,17.3
65.389782,4.021352,0.588866,17.4
65.371221,4.035343,0.593436,17.5
65.352600,4.049379,0.598021,17.6
65.333920,4.063457,0.602623,17.7
65.315180,4.077580,0.607241,17.8
65.296380,4.091746,0.611874,17.9
65.277521,4.105955,0.616524,18.0
65.258601,4.120209,0.621190,18.1
65.239621,4.134507,0.625872,18.2
65.220581,4.148848,0.630570,18.3
65.201481,4.163234,0.635285,18.4
65.182320,4.177665,0.640016,18.5
65.163098,4.192139,0.644763,18.6
